Daerah,Tahun,Bulan,Produksi (Ton)
Kabupaten Ponorogo,2019,Oktober,1955.68
Kabupaten Ponorogo,2019,November,1460.41
Kabupaten Ponorogo,2019,Desember,17221.19
Kabupaten Ponorogo,2020,Januari,28844.89
Kabupaten Ponorogo,2020,Februari,2127.05
Kabupaten Ponorogo,2020,Maret,22831.36
Kabupaten Ponorogo,2020,April,126555.79
Kabupaten Ponorogo,2020,Mei,23480.75
Kabupaten Ponorogo,2020,Juni,2963.54
Kabupaten Ponorogo,2020,Juli,62418.12
Kabupaten Ponorogo,2020,Agustus,52926.2
Kabupaten Ponorogo,2020,September,11642.69
Kabupaten Ponorogo,2020,Oktober,735.12
Kabupaten Ponorogo,2020,November,5781.16
Kabupaten Ponorogo,2020,Desember,37026.53
Kabupaten Ponorogo,2021,Januari,20937.46
Kabupaten Ponorogo,2021,Februari,1471.52
Kabupaten Ponorogo,2021,Maret,55816.49
Kabupaten Ponorogo,2021,April,105539.58
Kabupaten Ponorogo,2021,Mei,14618.92
Kabupaten Ponorogo,2021,Juni,10796.11
Kabupaten Ponorogo,2021,Juli,85188.34
Kabupaten Ponorogo,2021,Agustus,47732.97
Kabupaten Ponorogo,2021,September,6338.63
Kabupaten Ponorogo,2021,Oktober,398.36
Kabupaten Ponorogo,2021,November,7216.93
Kabupaten Ponorogo,2021,Desember,48609.73
Kabupaten Ponorogo,2022,Januari,7662.82
Kabupaten Ponorogo,2022,Februari,679.02
Kabupaten Ponorogo,2022,Maret,74834.92
Kabupaten Ponorogo,2022,April,73880.59
Kabupaten Ponorogo,2022,Mei,13114.83
Kabupaten Ponorogo,2022,Juni,14317.9
Kabupaten Ponorogo,2022,Juli,74823.45
Kabupaten Ponorogo,2022,Agustus,36298.96
Kabupaten Ponorogo,2022,September,9197.29
Kabupaten Ponorogo,2022,Oktober,412.1
Kabupaten Ponorogo,2022,November,10319.55
Kabupaten Ponorogo,2022,Desember,43872.34
Kabupaten Ponorogo,2023,Januari,15005.61
Kabupaten Ponorogo,2023,Februari,706.23
Kabupaten Ponorogo,2023,Maret,84201.65
Kabupaten Ponorogo,2023,April,61226.25
Kabupaten Ponorogo,2023,Mei,21378.84
Kabupaten Ponorogo,2023,Juni,28498.0
Kabupaten Ponorogo,2023,Juli,62003.73
Kabupaten Ponorogo,2023,Agustus,45004.26
Kabupaten Ponorogo,2023,September,14839.43
Kabupaten Ponorogo,2023,Oktober,1633.69
Kabupaten Ponorogo,2023,November,10194.9
Kabupaten Ponorogo,2023,Desember,48301.49
Kabupaten Ponorogo,2024,Januari,17192.11
Kabupaten Ponorogo,2024,Februari,923.34
Kabupaten Ponorogo,2024,Maret,41582.99
Kabupaten Ponorogo,2024,April,97544.06
Kabupaten Ponorogo,2024,Mei,26975.57
Kabupaten Ponorogo,2024,Juni,14438.98
Kabupaten Ponorogo,2024,Juli,47397.46
Kabupaten Ponorogo,2024,Agustus,55669.54
Kabupaten Ponorogo,2024,September,25458.43
Kabupaten Ponorogo,2024,Oktober,3247.33
Kabupaten Ponorogo,2024,November,7482.04
Kabupaten Ponorogo,2024,Desember,41333.06
Kabupaten Probolinggo,2018,Januari,5840.67
Kabupaten Probolinggo,2018,Februari,6214.52
Kabupaten Probolinggo,2018,Maret,37846.22
Kabupaten Probolinggo,2018,April,43059.06
Kabupaten Probolinggo,2018,Mei,17060.06
Kabupaten Probolinggo,2018,Juni,17050.02
Kabupaten Probolinggo,2018,Juli,15158.6
Kabupaten Probolinggo,2018,Agustus,11666.79
Kabupaten Probolinggo,2018,September,5562.79
Kabupaten Probolinggo,2018,Oktober,4070.21
Kabupaten Probolinggo,2018,November,6717.08
Kabupaten Probolinggo,2018,Desember,6329.6
Kabupaten Probolinggo,2019,Januari,5766.51
Kabupaten Probolinggo,2019,Februari,13003.79
Kabupaten Probolinggo,2019,Maret,27662.79
Kabupaten Probolinggo,2019,April,53481.5
Kabupaten Probolinggo,2019,Mei,25464.75
Kabupaten Probolinggo,2019,Juni,15048.7
Kabupaten Probolinggo,2019,Juli,15738.2
Kabupaten Probolinggo,2019,Agustus,10678.17
Kabupaten Probolinggo,2019,September,7648.69
Kabupaten Probolinggo,2019,Oktober,6361.25
Kabupaten Probolinggo,2019,November,6032.75
Kabupaten Probolinggo,2019,Desember,6887.4
Kabupaten Probolinggo,2020,Januari,5347.87
Kabupaten Probolinggo,2020,Februari,6829.49
Kabupaten Probolinggo,2020,Maret,14058.96
Kabupaten Probolinggo,2020,April,62418.31
Kabupaten Probolinggo,2020,Mei,40301.9
Kabupaten Probolinggo,2020,Juni,14433.52
Kabupaten Probolinggo,2020,Juli,10376.46
Kabupaten Probolinggo,2020,Agustus,13267.73
Kabupaten Probolinggo,2020,September,10576.46
Kabupaten Probolinggo,2020,Oktober,5183.04
Kabupaten Probolinggo,2020,November,6895.68
Kabupaten Probolinggo,2020,Desember,2910.64
Kabupaten Probolinggo,2021,Januari,8283.92
Kabupaten Probolinggo,2021,Februari,6768.22
Kabupaten Probolinggo,2021,Maret,35428.08
Kabupaten Probolinggo,2021,April,58849.01
Kabupaten Probolinggo,2021,Mei,21612.15
Kabupaten Probolinggo,2021,Juni,13397.62
Kabupaten Probolinggo,2021,Juli,9235.7
Kabupaten Probolinggo,2021,Agustus,12791.82
Kabupaten Probolinggo,2021,September,7362.64
Kabupaten Probolinggo,2021,Oktober,3487.65
Kabupaten Probolinggo,2021,November,5926.23
Kabupaten Probolinggo,2021,Desember,7037.1
Kabupaten Probolinggo,2022,Januari,7271.86
Kabupaten Probolinggo,2022,Februari,6921.8
Kabupaten Probolinggo,2022,Maret,35499.13
Kabupaten Probolinggo,2022,April,50329.0
Kabupaten Probolinggo,2022,Mei,25241.97
Kabupaten Probolinggo,2022,Juni,13152.43
Kabupaten Probolinggo,2022,Juli,9369.18
Kabupaten Probolinggo,2022,Agustus,11313.32
Kabupaten Probolinggo,2022,September,10317.5
Kabupaten Probolinggo,2022,Oktober,6778.35
Kabupaten Probolinggo,2022,November,5087.18
Kabupaten Probolinggo,2022,Desember,4130.79
Kabupaten Probolinggo,2023,Januari,10721.82
Kabupaten Probolinggo,2023,Februari,11197.94
Kabupaten Probolinggo,2023,Maret,42000.38
Kabupaten Probolinggo,2023,April,47434.28
Kabupaten Probolinggo,2023,Mei,23831.89
Kabupaten Probolinggo,2023,Juni,18712.02
Kabupaten Probolinggo,2023,Juli,10262.45
Kabupaten Probolinggo,2023,Agustus,12228.27
Kabupaten Probolinggo,2023,September,7278.12
Kabupaten Probolinggo,2023,Oktober,5807.39
Kabupaten Probolinggo,2023,November,5321.6
Kabupaten Probolinggo,2023,Desember,6248.18
Kabupaten Probolinggo,2024,Januari,5948.66
Kabupaten Probolinggo,2024,Februari,7107.95
Kabupaten Probolinggo,2024,Maret,14055.13
Kabupaten Probolinggo,2024,April,52923.64
Kabupaten Probolinggo,2024,Mei,39245.75
Kabupaten Probolinggo,2024,Juni,13258.57
Kabupaten Probolinggo,2024,Juli,8761.23
Kabupaten Probolinggo,2024,Agustus,8434.19
Kabupaten Probolinggo,2024,September,14882.92
Kabupaten Probolinggo,2024,Oktober,3858.76
Kabupaten Probolinggo,2024,November,4351.81
Kabupaten Probolinggo,2024,Desember,4778.77
Kabupaten Sampang,2018,Januari,1677.43
Kabupaten Sampang,2018,Februari,47869.41
Kabupaten Sampang,2018,Maret,69272.52
Kabupaten Sampang,2018,April,9095.91
Kabupaten Sampang,2018,Mei,15709.58
Kabupaten Sampang,2018,Juni,29482.47
Kabupaten Sampang,2018,Juli,6267.93
Kabupaten Sampang,2018,Agustus,4965.09
Kabupaten Sampang,2018,September,2795.9
Kabupaten Sampang,2018,Oktober,490.6
Kabupaten Sampang,2018,November,1413.24
Kabupaten Sampang,2018,Desember,0.0
Kabupaten Sampang,2019,Januari,0.0
Kabupaten Sampang,2019,Februari,3387.44
Kabupaten Sampang,2019,Maret,88112.71
Kabupaten Sampang,2019,April,25704.0
Kabupaten Sampang,2019,Mei,2101.73
Kabupaten Sampang,2019,Juni,24087.15
Kabupaten Sampang,2019,Juli,11641.73
Kabupaten Sampang,2019,Agustus,0.0
Kabupaten Sampang,2019,September,1184.76
Kabupaten Sampang,2019,Oktober,0.0
Kabupaten Sampang,2019,November,0.0
Kabupaten Sampang,2019,Desember,0.0
Kabupaten Sampang,2020,Januari,0.0
Kabupaten Sampang,2020,Februari,2596.82
Kabupaten Sampang,2020,Maret,64948.52
Kabupaten Sampang,2020,April,50066.99
Kabupaten Sampang,2020,Mei,15892.86
Kabupaten Sampang,2020,Juni,12672.04
Kabupaten Sampang,2020,Juli,24700.4
Kabupaten Sampang,2020,Agustus,14064.04
Kabupaten Sampang,2020,September,2292.72
Kabupaten Sampang,2020,Oktober,3768.22
Kabupaten Sampang,2020,November,732.86
Kabupaten Sampang,2020,Desember,0.0
Kabupaten Sampang,2021,Januari,160.7
Kabupaten Sampang,2021,Februari,29316.86
Kabupaten Sampang,2021,Maret,111563.89
Kabupaten Sampang,2021,April,8312.15
Kabupaten Sampang,2021,Mei,4476.69
Kabupaten Sampang,2021,Juni,31491.53
Kabupaten Sampang,2021,Juli,7764.89
Kabupaten Sampang,2021,Agustus,1174.38
Kabupaten Sampang,2021,September,780.73
Kabupaten Sampang,2021,Oktober,336.47
Kabupaten Sampang,2021,November,222.4
Kabupaten Sampang,2021,Desember,0.0
Kabupaten Sampang,2022,Januari,0.0
Kabupaten Sampang,2022,Februari,26771.2
Kabupaten Sampang,2022,Maret,97788.76
Kabupaten Sampang,2022,April,1875.45
Kabupaten Sampang,2022,Mei,802.32
Kabupaten Sampang,2022,Juni,40656.71
Kabupaten Sampang,2022,Juli,3921.12
Kabupaten Sampang,2022,Agustus,0.0
Kabupaten Sampang,2022,September,0.0
Kabupaten Sampang,2022,Oktober,678.82
Kabupaten Sampang,2022,November,0.0
Kabupaten Sampang,2022,Desember,0.0
Kabupaten Sampang,2023,Januari,200.75
Kabupaten Sampang,2023,Februari,73829.95
Kabupaten Sampang,2023,Maret,45340.64
Kabupaten Sampang,2023,April,724.64
Kabupaten Sampang,2023,Mei,4718.94
Kabupaten Sampang,2023,Juni,41181.52
Kabupaten Sampang,2023,Juli,935.79
Kabupaten Sampang,2023,Agustus,0.0
Kabupaten Sampang,2023,September,207.31
Kabupaten Sampang,2023,Oktober,51.81
Kabupaten Sampang,2023,November,0.0
Kabupaten Sampang,2023,Desember,0.0
Kabupaten Sampang,2024,Januari,0.0
Kabupaten Sampang,2024,Februari,0.0
Kabupaten Sampang,2024,Maret,49859.56
Kabupaten Sampang,2024,April,57195.21
Kabupaten Sampang,2024,Mei,6095.92
Kabupaten Sampang,2024,Juni,7759.73
Kabupaten Sampang,2024,Juli,21405.52
Kabupaten Sampang,2024,Agustus,3294.27
Kabupaten Sampang,2024,September,0.0
Kabupaten Sampang,2024,Oktober,0.0
Kabupaten Sampang,2024,November,318.16
Kabupaten Sampang,2024,Desember,3.38
Kabupaten Sidoarjo,2018,Januari,18447.54
Kabupaten Sidoarjo,2018,Februari,11123.43
Kabupaten Sidoarjo,2018,Maret,27302.82
Kabupaten Sidoarjo,2018,April,40938.1
Kabupaten Sidoarjo,2018,Mei,26893.71
Kabupaten Sidoarjo,2018,Juni,11922.08
Kabupaten Sidoarjo,2018,Juli,14200.55
Kabupaten Sidoarjo,2018,Agustus,28265.53
Kabupaten Sidoarjo,2018,September,28298.69
Kabupaten Sidoarjo,2018,Oktober,20272.09
Kabupaten Sidoarjo,2018,November,10366.97
Kabupaten Sidoarjo,2018,Desember,10169.41
Kabupaten Sidoarjo,2019,Januari,2360.79
Kabupaten Sidoarjo,2019,Februari,4773.75
Kabupaten Sidoarjo,2019,Maret,12348.41
Kabupaten Sidoarjo,2019,April,41430.97
Kabupaten Sidoarjo,2019,Mei,46172.04
Kabupaten Sidoarjo,2019,Juni,12584.79
Kabupaten Sidoarjo,2019,Juli,3115.57
Kabupaten Sidoarjo,2019,Agustus,13666.72
Kabupaten Sidoarjo,2019,September,27603.99
Kabupaten Sidoarjo,2019,Oktober,44683.23
Kabupaten Sidoarjo,2019,November,16875.16
Kabupaten Sidoarjo,2019,Desember,9172.69
Kabupaten Sidoarjo,2020,Januari,4191.42
Kabupaten Sidoarjo,2020,Februari,2576.33
Kabupaten Sidoarjo,2020,Maret,2428.03
Kabupaten Sidoarjo,2020,April,21623.67
Kabupaten Sidoarjo,2020,Mei,50002.15
Kabupaten Sidoarjo,2020,Juni,23811.01
Kabupaten Sidoarjo,2020,Juli,8512.14
Kabupaten Sidoarjo,2020,Agustus,6334.62
Kabupaten Sidoarjo,2020,September,20612.36
Kabupaten Sidoarjo,2020,Oktober,50762.57
Kabupaten Sidoarjo,2020,November,14343.72
Kabupaten Sidoarjo,2020,Desember,3911.91
Kabupaten Sidoarjo,2021,Januari,894.24
Kabupaten Sidoarjo,2021,Februari,978.92
Kabupaten Sidoarjo,2021,Maret,15692.57
Kabupaten Sidoarjo,2021,April,45053.34
Kabupaten Sidoarjo,2021,Mei,31336.57
Kabupaten Sidoarjo,2021,Juni,9970.46
Kabupaten Sidoarjo,2021,Juli,3700.73
Kabupaten Sidoarjo,2021,Agustus,10276.08
Kabupaten Sidoarjo,2021,September,31123.68
Kabupaten Sidoarjo,2021,Oktober,28060.29
Kabupaten Sidoarjo,2021,November,21711.73
Kabupaten Sidoarjo,2021,Desember,3702.79
Kabupaten Sidoarjo,2022,Januari,1716.71
Kabupaten Sidoarjo,2022,Februari,868.93
Kabupaten Sidoarjo,2022,Maret,7817.9
Kabupaten Sidoarjo,2022,April,37043.93
Kabupaten Sidoarjo,2022,Mei,38152.05
Kabupaten Sidoarjo,2022,Juni,8555.42
Kabupaten Sidoarjo,2022,Juli,994.9
Kabupaten Sidoarjo,2022,Agustus,7668.76
Kabupaten Sidoarjo,2022,September,31682.19
Kabupaten Sidoarjo,2022,Oktober,31496.28
Kabupaten Sidoarjo,2022,November,26803.39
Kabupaten Sidoarjo,2022,Desember,1739.99
Kabupaten Sidoarjo,2023,Januari,1355.3
Kabupaten Sidoarjo,2023,Februari,1057.82
Kabupaten Sidoarjo,2023,Maret,22309.86
Kabupaten Sidoarjo,2023,April,29880.69
Kabupaten Sidoarjo,2023,Mei,33654.11
Kabupaten Sidoarjo,2023,Juni,6455.64
Kabupaten Sidoarjo,2023,Juli,4049.17
Kabupaten Sidoarjo,2023,Agustus,9932.48
Kabupaten Sidoarjo,2023,September,32711.26
Kabupaten Sidoarjo,2023,Oktober,29430.45
Kabupaten Sidoarjo,2023,November,22500.89
Kabupaten Sidoarjo,2023,Desember,2517.68
Kabupaten Sidoarjo,2024,Januari,4826.56
Kabupaten Sidoarjo,2024,Februari,3422.26
Kabupaten Sidoarjo,2024,Maret,6051.81
Kabupaten Sidoarjo,2024,April,29945.5
Kabupaten Sidoarjo,2024,Mei,32691.01
Kabupaten Sidoarjo,2024,Juni,19874.58
Kabupaten Sidoarjo,2024,Juli,9907.52
Kabupaten Sidoarjo,2024,Agustus,7024.98
Kabupaten Sidoarjo,2024,September,31741.95
Kabupaten Sidoarjo,2024,Oktober,33302.99
Kabupaten Sidoarjo,2024,November,24940.6
Kabupaten Sidoarjo,2024,Desember,5256.94
Kabupaten Situbondo,2018,Januari,4550.95
Kabupaten Situbondo,2018,Februari,14030.42
Kabupaten Situbondo,2018,Maret,42350.73
Kabupaten Situbondo,2018,April,27406.32
Kabupaten Situbondo,2018,Mei,10061.44
Kabupaten Situbondo,2018,Juni,11726.58
Kabupaten Situbondo,2018,Juli,29274.44
Kabupaten Situbondo,2018,Agustus,8031.97
Kabupaten Situbondo,2018,September,6401.55
Kabupaten Situbondo,2018,Oktober,5149.73
Kabupaten Situbondo,2018,November,9018.15
Kabupaten Situbondo,2018,Desember,7552.89
Kabupaten Situbondo,2019,Januari,6477.13
Kabupaten Situbondo,2019,Februari,17990.17
Kabupaten Situbondo,2019,Maret,33206.15
Kabupaten Situbondo,2019,April,35507.12
Kabupaten Situbondo,2019,Mei,10234.93
Kabupaten Situbondo,2019,Juni,11117.08
Kabupaten Situbondo,2019,Juli,18589.22
Kabupaten Situbondo,2019,Agustus,10336.66
Kabupaten Situbondo,2019,September,5755.65
Kabupaten Situbondo,2019,Oktober,6187.31
Kabupaten Situbondo,2019,November,6300.91
Kabupaten Situbondo,2019,Desember,5963.21
Kabupaten Situbondo,2020,Januari,6544.22
Kabupaten Situbondo,2020,Februari,13569.28
Kabupaten Situbondo,2020,Maret,25051.37
Kabupaten Situbondo,2020,April,36436.02
Kabupaten Situbondo,2020,Mei,14641.32
Kabupaten Situbondo,2020,Juni,9516.72
Kabupaten Situbondo,2020,Juli,13523.17
Kabupaten Situbondo,2020,Agustus,12772.49
Kabupaten Situbondo,2020,September,8920.61
Kabupaten Situbondo,2020,Oktober,5872.93
Kabupaten Situbondo,2020,November,8492.46
Kabupaten Situbondo,2020,Desember,4587.6
Kabupaten Situbondo,2021,Januari,8907.76
Kabupaten Situbondo,2021,Februari,12337.07
Kabupaten Situbondo,2021,Maret,30484.29
Kabupaten Situbondo,2021,April,30377.93
Kabupaten Situbondo,2021,Mei,10057.92
Kabupaten Situbondo,2021,Juni,9750.98
Kabupaten Situbondo,2021,Juli,13889.32
Kabupaten Situbondo,2021,Agustus,15273.82
Kabupaten Situbondo,2021,September,5089.28
Kabupaten Situbondo,2021,Oktober,3829.92
Kabupaten Situbondo,2021,November,3246.47
Kabupaten Situbondo,2021,Desember,7912.36
Kabupaten Situbondo,2022,Januari,6141.38
Kabupaten Situbondo,2022,Februari,11665.28
Kabupaten Situbondo,2022,Maret,35238.65
Kabupaten Situbondo,2022,April,26438.18
Kabupaten Situbondo,2022,Mei,7540.35
Kabupaten Situbondo,2022,Juni,6956.29
Kabupaten Situbondo,2022,Juli,15569.44
Kabupaten Situbondo,2022,Agustus,10642.09
Kabupaten Situbondo,2022,September,3519.25
Kabupaten Situbondo,2022,Oktober,6597.2
Kabupaten Situbondo,2022,November,6058.98
Kabupaten Situbondo,2022,Desember,5260.91
Kabupaten Situbondo,2023,Januari,5865.85
Kabupaten Situbondo,2023,Februari,18113.03
Kabupaten Situbondo,2023,Maret,37524.24
Kabupaten Situbondo,2023,April,18807.88
Kabupaten Situbondo,2023,Mei,8077.69
Kabupaten Situbondo,2023,Juni,14309.73
Kabupaten Situbondo,2023,Juli,16914.05
Kabupaten Situbondo,2023,Agustus,11002.62
Kabupaten Situbondo,2023,September,6449.08
Kabupaten Situbondo,2023,Oktober,6479.55
Kabupaten Situbondo,2023,November,5744.88
Kabupaten Situbondo,2023,Desember,7984.65
Kabupaten Situbondo,2024,Januari,8081.76
Kabupaten Situbondo,2024,Februari,16968.77
Kabupaten Situbondo,2024,Maret,29671.88
Kabupaten Situbondo,2024,April,29128.21
Kabupaten Situbondo,2024,Mei,14342.59
Kabupaten Situbondo,2024,Juni,8999.3
Kabupaten Situbondo,2024,Juli,16454.39
Kabupaten Situbondo,2024,Agustus,12568.31
Kabupaten Situbondo,2024,September,7389.73
Kabupaten Situbondo,2024,Oktober,5877.32
Kabupaten Situbondo,2024,November,7673.07
Kabupaten Situbondo,2024,Desember,5081.49
Kabupaten Sumenep,2018,Januari,476.54
Kabupaten Sumenep,2018,Februari,18144.72
Kabupaten Sumenep,2018,Maret,99200.2
Kabupaten Sumenep,2018,April,36945.12
Kabupaten Sumenep,2018,Mei,4841.49
Kabupaten Sumenep,2018,Juni,14564.64
Kabupaten Sumenep,2018,Juli,36151.64
Kabupaten Sumenep,2018,Agustus,6002.02
Kabupaten Sumenep,2018,September,8009.59
Kabupaten Sumenep,2018,Oktober,19707.66
Kabupaten Sumenep,2018,November,13490.26
Kabupaten Sumenep,2018,Desember,751.11
Kabupaten Sumenep,2019,Januari,0.0
Kabupaten Sumenep,2019,Februari,3182.61
Kabupaten Sumenep,2019,Maret,63644.67
Kabupaten Sumenep,2019,April,67858.48
Kabupaten Sumenep,2019,Mei,6754.76
Kabupaten Sumenep,2019,Juni,7675.17
Kabupaten Sumenep,2019,Juli,16604.53
Kabupaten Sumenep,2019,Agustus,13652.08
Kabupaten Sumenep,2019,September,2901.38
Kabupaten Sumenep,2019,Oktober,1377.38
Kabupaten Sumenep,2019,November,985.61
Kabupaten Sumenep,2019,Desember,1454.17
Kabupaten Sumenep,2020,Januari,448.07
Kabupaten Sumenep,2020,Februari,1618.97
Kabupaten Sumenep,2020,Maret,14486.38
Kabupaten Sumenep,2020,April,112783.2
Kabupaten Sumenep,2020,Mei,32976.53
Kabupaten Sumenep,2020,Juni,3565.87
Kabupaten Sumenep,2020,Juli,18292.94
Kabupaten Sumenep,2020,Agustus,25742.69
Kabupaten Sumenep,2020,September,14946.62
Kabupaten Sumenep,2020,Oktober,1537.47
Kabupaten Sumenep,2020,November,1984.7
Kabupaten Sumenep,2020,Desember,596.77
Kabupaten Sumenep,2021,Januari,290.4
Kabupaten Sumenep,2021,Februari,11135.41
Kabupaten Sumenep,2021,Maret,99717.89
Kabupaten Sumenep,2021,April,45945.07
Kabupaten Sumenep,2021,Mei,3305.74
Kabupaten Sumenep,2021,Juni,10242.33
Kabupaten Sumenep,2021,Juli,18650.55
Kabupaten Sumenep,2021,Agustus,22013.61
Kabupaten Sumenep,2021,September,6489.11
Kabupaten Sumenep,2021,Oktober,3735.92
Kabupaten Sumenep,2021,November,453.38
Kabupaten Sumenep,2021,Desember,0.0
Kabupaten Sumenep,2022,Januari,3403.12
Kabupaten Sumenep,2022,Februari,20342.32
Kabupaten Sumenep,2022,Maret,110793.77
Kabupaten Sumenep,2022,April,32538.2
Kabupaten Sumenep,2022,Mei,2510.96
Kabupaten Sumenep,2022,Juni,16358.36
Kabupaten Sumenep,2022,Juli,17739.55
Kabupaten Sumenep,2022,Agustus,11320.84
Kabupaten Sumenep,2022,September,4999.11
Kabupaten Sumenep,2022,Oktober,6529.64
Kabupaten Sumenep,2022,November,3554.41
Kabupaten Sumenep,2022,Desember,491.03
Kabupaten Sumenep,2023,Januari,4778.43
Kabupaten Sumenep,2023,Februari,26514.33
Kabupaten Sumenep,2023,Maret,103505.61
Kabupaten Sumenep,2023,April,22667.0
Kabupaten Sumenep,2023,Mei,2068.83
Kabupaten Sumenep,2023,Juni,19355.23
Kabupaten Sumenep,2023,Juli,15545.68
Kabupaten Sumenep,2023,Agustus,15385.25
Kabupaten Sumenep,2023,September,3307.89
Kabupaten Sumenep,2023,Oktober,2286.65
Kabupaten Sumenep,2023,November,1631.2
Kabupaten Sumenep,2023,Desember,764.38
Kabupaten Sumenep,2024,Januari,128.11
Kabupaten Sumenep,2024,Februari,1365.71
Kabupaten Sumenep,2024,Maret,40912.66
Kabupaten Sumenep,2024,April,95452.82
Kabupaten Sumenep,2024,Mei,16924.19
Kabupaten Sumenep,2024,Juni,3054.61
Kabupaten Sumenep,2024,Juli,11409.19
Kabupaten Sumenep,2024,Agustus,14578.58
Kabupaten Sumenep,2024,September,5308.96
Kabupaten Sumenep,2024,Oktober,0.02
Kabupaten Sumenep,2024,November,340.36
Kabupaten Sumenep,2024,Desember,24.48
Kabupaten Trenggalek,2018,Januari,97.07
Kabupaten Trenggalek,2018,Februari,2943.02
Kabupaten Trenggalek,2018,Maret,28681.52
Kabupaten Trenggalek,2018,April,21859.55
Kabupaten Trenggalek,2018,Mei,5343.73
Kabupaten Trenggalek,2018,Juni,2913.26
Kabupaten Trenggalek,2018,Juli,21422.51
Kabupaten Trenggalek,2018,Agustus,13585.82
Kabupaten Trenggalek,2018,September,8319.57
Kabupaten Trenggalek,2018,Oktober,6579.01
Kabupaten Trenggalek,2018,November,5353.82
Kabupaten Trenggalek,2018,Desember,3475.75
Kabupaten Trenggalek,2019,Januari,2476.15
Kabupaten Trenggalek,2019,Februari,533.68
Kabupaten Trenggalek,2019,Maret,24288.42
Kabupaten Trenggalek,2019,April,27725.08
Kabupaten Trenggalek,2019,Mei,8197.32
Kabupaten Trenggalek,2019,Juni,1367.35
Kabupaten Trenggalek,2019,Juli,18971.71
Kabupaten Trenggalek,2019,Agustus,14719.07
Kabupaten Trenggalek,2019,September,6846.35
Kabupaten Trenggalek,2019,Oktober,4431.4
Kabupaten Trenggalek,2019,November,1254.98
Kabupaten Trenggalek,2019,Desember,1402.06
Kabupaten Trenggalek,2020,Januari,791.3
Kabupaten Trenggalek,2020,Februari,1364.88
Kabupaten Trenggalek,2020,Maret,8047.35
Kabupaten Trenggalek,2020,April,30181.55
Kabupaten Trenggalek,2020,Mei,15715.76
Kabupaten Trenggalek,2020,Juni,3128.69
Kabupaten Trenggalek,2020,Juli,13281.07
Kabupaten Trenggalek,2020,Agustus,11977.24
Kabupaten Trenggalek,2020,September,13331.6
Kabupaten Trenggalek,2020,Oktober,2613.79
Kabupaten Trenggalek,2020,November,5634.54
Kabupaten Trenggalek,2020,Desember,2377.85
Kabupaten Trenggalek,2021,Januari,3289.59
Kabupaten Trenggalek,2021,Februari,4877.49
Kabupaten Trenggalek,2021,Maret,20209.95
Kabupaten Trenggalek,2021,April,26974.16
Kabupaten Trenggalek,2021,Mei,3542.64
Kabupaten Trenggalek,2021,Juni,6394.21
Kabupaten Trenggalek,2021,Juli,22845.22
Kabupaten Trenggalek,2021,Agustus,8802.36
Kabupaten Trenggalek,2021,September,2654.64
Kabupaten Trenggalek,2021,Oktober,3871.61
Kabupaten Trenggalek,2021,November,7046.7
Kabupaten Trenggalek,2021,Desember,5947.77
Kabupaten Trenggalek,2022,Januari,2862.67
Kabupaten Trenggalek,2022,Februari,726.16
Kabupaten Trenggalek,2022,Maret,28038.22
Kabupaten Trenggalek,2022,April,18316.05
Kabupaten Trenggalek,2022,Mei,5131.56
Kabupaten Trenggalek,2022,Juni,2751.17
Kabupaten Trenggalek,2022,Juli,23599.74
Kabupaten Trenggalek,2022,Agustus,11482.39
Kabupaten Trenggalek,2022,September,3457.26
Kabupaten Trenggalek,2022,Oktober,4389.65
Kabupaten Trenggalek,2022,November,8628.65
Kabupaten Trenggalek,2022,Desember,6374.49
Kabupaten Trenggalek,2023,Januari,2787.78
Kabupaten Trenggalek,2023,Februari,3926.37
Kabupaten Trenggalek,2023,Maret,29959.07
Kabupaten Trenggalek,2023,April,16011.57
Kabupaten Trenggalek,2023,Mei,4375.01
Kabupaten Trenggalek,2023,Juni,3292.29
Kabupaten Trenggalek,2023,Juli,18609.33
Kabupaten Trenggalek,2023,Agustus,16132.09
Kabupaten Trenggalek,2023,September,3727.68
Kabupaten Trenggalek,2023,Oktober,2606.97
Kabupaten Trenggalek,2023,November,8638.02
Kabupaten Trenggalek,2023,Desember,4808.35
Kabupaten Trenggalek,2024,Januari,1950.36
Kabupaten Trenggalek,2024,Februari,401.72
Kabupaten Trenggalek,2024,Maret,6494.4
Kabupaten Trenggalek,2024,April,27952.25
Kabupaten Trenggalek,2024,Mei,17497.94
Kabupaten Trenggalek,2024,Juni,6105.63
Kabupaten Trenggalek,2024,Juli,7190.48
Kabupaten Trenggalek,2024,Agustus,20765.44
Kabupaten Trenggalek,2024,September,4453.95
Kabupaten Trenggalek,2024,Oktober,5345.06
Kabupaten Trenggalek,2024,November,2882.99
Kabupaten Trenggalek,2024,Desember,3819.13
Kabupaten Tuban,2018,Januari,15526.73
Kabupaten Tuban,2018,Februari,30721.53
Kabupaten Tuban,2018,Maret,153481.84
Kabupaten Tuban,2018,April,92904.5
Kabupaten Tuban,2018,Mei,10381.99
Kabupaten Tuban,2018,Juni,39285.52
Kabupaten Tuban,2018,Juli,45418.71
Kabupaten Tuban,2018,Agustus,23119.31
Kabupaten Tuban,2018,September,53262.28
Kabupaten Tuban,2018,Oktober,67645.69
Kabupaten Tuban,2018,November,18628.19
Kabupaten Tuban,2018,Desember,13864.83
Kabupaten Tuban,2019,Januari,20176.71
